,Product_Code,ds,y,y_log
292,P103,2025-08-19,9,2.302585092994046
293,P103,2025-08-26,5,1.791759469228055
294,P103,2025-09-02,7,2.0794415416798357
295,P103,2025-09-09,10,2.3978952727983707
296,P103,2025-09-16,13,2.639057329615259
297,P103,2025-09-23,10,2.3978952727983707
298,P103,2025-09-30,13,2.639057329615259
299,P103,2025-10-07,5,1.791759469228055
300,P103,2025-10-14,12,2.5649493574615367
301,P103,2025-10-21,9,2.302585092994046
302,P103,2025-10-28,11,2.4849066497880004
303,P103,2025-11-04,5,1.791759469228055
304,P103,2025-11-11,4,1.6094379124341003
305,P103,2025-11-18,6,1.9459101490553132
306,P103,2025-11-25,6,1.9459101490553132
307,P103,2025-12-02,2,1.0986122886681096
308,P103,2025-12-09,9,2.302585092994046
309,P103,2025-12-16,10,2.3978952727983707
310,P103,2025-12-23,13,2.639057329615259
311,P103,2025-12-30,6,1.9459101490553132
312,P104,2025-01-07,4,1.6094379124341003
313,P104,2025-01-14,4,1.6094379124341003
314,P104,2025-01-21,5,1.791759469228055
315,P104,2025-01-28,5,1.791759469228055
316,P104,2025-02-04,3,1.3862943611198906
317,P104,2025-02-11,7,2.0794415416798357
318,P104,2025-02-18,5,1.791759469228055
319,P104,2025-02-25,6,1.9459101490553132
320,P104,2025-03-04,5,1.791759469228055
321,P104,2025-03-11,7,2.0794415416798357
322,P104,2025-03-18,10,2.3978952727983707
323,P104,2025-03-25,5,1.791759469228055
324,P104,2025-04-01,8,2.1972245773362196
325,P104,2025-04-08,7,2.0794415416798357
326,P104,2025-04-15,3,1.3862943611198906
327,P104,2025-04-22,2,1.0986122886681096
328,P104,2025-04-29,4,1.6094379124341003
329,P104,2025-05-06,6,1.9459101490553132
330,P104,2025-05-13,3,1.3862943611198906
331,P104,2025-05-20,3,1.3862943611198906
332,P104,2025-05-27,1,0.6931471805599453
333,P104,2025-06-03,3,1.3862943611198906
334,P104,2025-06-10,5,1.791759469228055
335,P104,2025-06-17,5,1.791759469228055
336,P104,2025-06-24,1,0.6931471805599453
337,P104,2025-07-01,2,1.0986122886681096
338,P104,2025-07-08,3,1.3862943611198906
339,P104,2025-07-15,1,0.6931471805599453
340,P104,2025-07-22,5,1.791759469228055
341,P104,2025-07-29,5,1.791759469228055
342,P104,2025-08-05,2,1.0986122886681096
343,P104,2025-08-12,7,2.0794415416798357
344,P104,2025-08-19,3,1.3862943611198906
345,P104,2025-08-26,2,1.0986122886681096
346,P104,2025-09-02,2,1.0986122886681096
347,P104,2025-09-09,2,1.0986122886681096
348,P104,2025-09-16,5,1.791759469228055
349,P104,2025-09-23,1,0.6931471805599453
350,P104,2025-09-30,3,1.3862943611198906
351,P104,2025-10-07,3,1.3862943611198906
352,P104,2025-10-14,3,1.3862943611198906
353,P104,2025-10-21,3,1.3862943611198906
354,P104,2025-10-28,2,1.0986122886681096
355,P104,2025-11-04,5,1.791759469228055
356,P104,2025-11-11,1,0.6931471805599453
357,P104,2025-11-18,6,1.9459101490553132
358,P104,2025-11-25,3,1.3862943611198906
359,P104,2025-12-02,3,1.3862943611198906
360,P104,2025-12-09,3,1.3862943611198906
361,P104,2025-12-16,5,1.791759469228055
362,P104,2025-12-23,5,1.791759469228055
363,P104,2025-12-30,4,1.6094379124341003
364,P105,2025-01-07,2,1.0986122886681096
365,P105,2025-01-14,3,1.3862943611198906
366,P105,2025-01-21,3,1.3862943611198906
367,P105,2025-01-28,2,1.0986122886681096
368,P105,2025-02-04,5,1.791759469228055
369,P105,2025-02-11,4,1.6094379124341003
370,P105,2025-02-18,5,1.791759469228055
371,P105,2025-02-25,7,2.0794415416798357
372,P105,2025-03-04,5,1.791759469228055
373,P105,2025-03-11,3,1.3862943611198906
374,P105,2025-03-18,8,2.1972245773362196
375,P105,2025-03-25,3,1.3862943611198906
376,P105,2025-04-01,6,1.9459101490553132
377,P105,2025-04-08,2,1.0986122886681096
378,P105,2025-04-15,2,1.0986122886681096
379,P105,2025-04-22,3,1.3862943611198906
380,P105,2025-04-29,1,0.6931471805599453
381,P105,2025-05-06,7,2.0794415416798357
382,P105,2025-05-13,6,1.9459101490553132
383,P105,2025-05-20,5,1.791759469228055
384,P105,2025-05-27,6,1.9459101490553132
385,P105,2025-06-03,7,2.0794415416798357
386,P105,2025-06-10,3,1.3862943611198906
387,P105,2025-06-17,4,1.6094379124341003
388,P105,2025-06-24,5,1.791759469228055
389,P105,2025-07-01,3,1.3862943611198906
390,P105,2025-07-08,3,1.3862943611198906
391,P105,2025-07-15,2,1.0986122886681096
392,P105,2025-07-22,8,2.1972245773362196
393,P105,2025-07-29,4,1.6094379124341003
394,P105,2025-08-05,2,1.0986122886681096
395,P105,2025-08-12,6,1.9459101490553132
396,P105,2025-08-19,2,1.0986122886681096
397,P105,2025-08-26,5,1.791759469228055
398,P105,2025-09-02,5,1.791759469228055
399,P105,2025-09-09,1,0.6931471805599453
400,P105,2025-09-16,2,1.0986122886681096
401,P105,2025-09-23,5,1.791759469228055
402,P105,2025-09-30,3,1.3862943611198906
403,P105,2025-10-07,1,0.6931471805599453
404,P105,2025-10-14,1,0.6931471805599453
405,P105,2025-10-21,1,0.6931471805599453
406,P105,2025-10-28,3,1.3862943611198906
407,P105,2025-11-04,2,1.0986122886681096
408,P105,2025-11-11,6,1.9459101490553132
409,P105,2025-11-18,3,1.3862943611198906
410,P105,2025-11-25,2,1.0986122886681096
411,P105,2025-12-02,3,1.3862943611198906
412,P105,2025-12-09,6,1.9459101490553132
413,P105,2025-12-16,1,0.6931471805599453
414,P105,2025-12-23,4,1.6094379124341003
415,P105,2025-12-30,4,1.6094379124341003
416,P106,2025-01-07,11,2.4849066497880004
417,P106,2025-01-14,10,2.3978952727983707
418,P106,2025-01-21,11,2.4849066497880004
419,P106,2025-01-28,16,2.833213344056216
420,P106,2025-02-04,16,2.833213344056216
421,P106,2025-02-11,7,2.0794415416798357
422,P106,2025-02-18,11,2.4849066497880004
423,P106,2025-02-25,6,1.9459101490553132
424,P106,2025-03-04,16,2.833213344056216
425,P106,2025-03-11,15,2.772588722239781
426,P106,2025-03-18,12,2.5649493574615367
427,P106,2025-03-25,8,2.1972245773362196
428,P106,2025-04-01,10,2.3978952727983707
429,P106,2025-04-08,12,2.5649493574615367
430,P106,2025-04-15,13,2.639057329615259
431,P106,2025-04-22,16,2.833213344056216
432,P106,2025-04-29,4,1.6094379124341003
433,P106,2025-05-06,11,2.4849066497880004
434,P106,2025-05-13,14,2.70805020110221
435,P106,2025-05-20,13,2.639057329615259
436,P106,2025-05-27,10,2.3978952727983707
437,P106,2025-06-03,14,2.70805020110221
438,P106,2025-06-10,12,2.5649493574615367
439,P106,2025-06-17,11,2.4849066497880004
440,P106,2025-06-24,15,2.772588722239781
441,P106,2025-07-01,7,2.0794415416798357
442,P106,2025-07-08,11,2.4849066497880004
443,P106,2025-07-15,8,2.1972245773362196
444,P106,2025-07-22,9,2.302585092994046
445,P106,2025-07-29,11,2.4849066497880004
446,P106,2025-08-05,12,2.5649493574615367
447,P106,2025-08-12,7,2.0794415416798357
448,P106,2025-08-19,11,2.4849066497880004
449,P106,2025-08-26,9,2.302585092994046
450,P106,2025-09-02,9,2.302585092994046
451,P106,2025-09-09,8,2.1972245773362196
452,P106,2025-09-16,5,1.791759469228055
453,P106,2025-09-23,11,2.4849066497880004
454,P106,2025-09-30,8,2.1972245773362196
455,P106,2025-10-07,11,2.4849066497880004
456,P106,2025-10-14,10,2.3978952727983707
457,P106,2025-10-21,12,2.5649493574615367
458,P106,2025-10-28,8,2.1972245773362196
459,P106,2025-11-04,7,2.0794415416798357
460,P106,2025-11-11,9,2.302585092994046
461,P106,2025-11-18,7,2.0794415416798357
462,P106,2025-11-25,8,2.1972245773362196
463,P106,2025-12-02,9,2.302585092994046
464,P106,2025-12-09,8,2.1972245773362196
465,P106,2025-12-16,13,2.639057329615259
466,P106,2025-12-23,14,2.70805020110221
467,P106,2025-12-30,21,3.091042453358316
468,P107,2025-01-07,19,2.995732273553991
469,P107,2025-01-14,19,2.995732273553991
470,P107,2025-01-21,15,2.772588722239781
471,P107,2025-01-28,24,3.2188758248682006
472,P107,2025-02-04,16,2.833213344056216
473,P107,2025-02-11,23,3.1780538303479458
474,P107,2025-02-18,27,3.332204510175204
475,P107,2025-02-25,20,3.044522437723423
476,P107,2025-03-04,19,2.995732273553991
477,P107,2025-03-11,17,2.8903717578961645
478,P107,2025-03-18,18,2.9444389791664403
479,P107,2025-03-25,21,3.091042453358316
480,P107,2025-04-01,18,2.9444389791664403
481,P107,2025-04-08,19,2.995732273553991
482,P107,2025-04-15,19,2.995732273553991
483,P107,2025-04-22,18,2.9444389791664403
484,P107,2025-04-29,18,2.9444389791664403
485,P107,2025-05-06,16,2.833213344056216
486,P107,2025-05-13,23,3.1780538303479458
487,P107,2025-05-20,19,2.995732273553991
488,P107,2025-05-27,23,3.1780538303479458
489,P107,2025-06-03,15,2.772588722239781
490,P107,2025-06-10,15,2.772588722239781
491,P107,2025-06-17,16,2.833213344056216
492,P107,2025-06-24,23,3.1780538303479458
493,P107,2025-07-01,19,2.995732273553991
494,P107,2025-07-08,23,3.1780538303479458
495,P107,2025-07-15,13,2.639057329615259
496,P107,2025-07-22,13,2.639057329615259
497,P107,2025-07-29,18,2.9444389791664403
498,P107,2025-08-05,15,2.772588722239781
499,P107,2025-08-12,18,2.9444389791664403
500,P107,2025-08-19,21,3.091042453358316
501,P107,2025-08-26,15,2.772588722239781
502,P107,2025-09-02,17,2.8903717578961645
503,P107,2025-09-09,22,3.1354942159291497
504,P107,2025-09-16,13,2.639057329615259
505,P107,2025-09-23,18,2.9444389791664403
506,P107,2025-09-30,14,2.70805020110221
507,P107,2025-10-07,12,2.5649493574615367
508,P107,2025-10-14,14,2.70805020110221
509,P107,2025-10-21,10,2.3978952727983707
510,P107,2025-10-28,13,2.639057329615259
511,P107,2025-11-04,17,2.8903717578961645
512,P107,2025-11-11,11,2.4849066497880004
513,P107,2025-11-18,16,2.833213344056216
514,P107,2025-11-25,16,2.833213344056216
515,P107,2025-12-02,13,2.639057329615259
516,P107,2025-12-09,14,2.70805020110221
517,P107,2025-12-16,20,3.044522437723423
518,P107,2025-12-23,26,3.295836866004329
519,P107,2025-12-30,20,3.044522437723423
520,P108,2025-01-07,0,0.0
521,P108,2025-01-14,2,1.0986122886681096
522,P108,2025-01-21,2,1.0986122886681096
523,P108,2025-01-28,0,0.0
524,P108,2025-02-04,3,1.3862943611198906
525,P108,2025-02-11,1,0.6931471805599453
526,P108,2025-02-18,2,1.0986122886681096
527,P108,2025-02-25,1,0.6931471805599453
528,P108,2025-03-04,6,1.9459101490553132
529,P108,2025-03-11,3,1.3862943611198906
530,P108,2025-03-18,0,0.0
531,P108,2025-03-25,3,1.3862943611198906
532,P108,2025-04-01,4,1.6094379124341003
533,P108,2025-04-08,3,1.3862943611198906
534,P108,2025-04-15,5,1.791759469228055
535,P108,2025-04-22,1,0.6931471805599453
536,P108,2025-04-29,5,1.791759469228055
537,P108,2025-05-06,0,0.0
538,P108,2025-05-13,1,0.6931471805599453
539,P108,2025-05-20,2,1.0986122886681096
540,P108,2025-05-27,2,1.0986122886681096
541,P108,2025-06-03,3,1.3862943611198906
542,P108,2025-06-10,4,1.6094379124341003
543,P108,2025-06-17,9,2.302585092994046
544,P108,2025-06-24,2,1.0986122886681096
545,P108,2025-07-01,5,1.791759469228055
546,P108,2025-07-08,3,1.3862943611198906
547,P108,2025-07-15,2,1.0986122886681096
548,P108,2025-07-22,0,0.0
549,P108,2025-07-29,3,1.3862943611198906
550,P108,2025-08-05,3,1.3862943611198906
551,P108,2025-08-12,0,0.0
552,P108,2025-08-19,2,1.0986122886681096
553,P108,2025-08-26,4,1.6094379124341003
554,P108,2025-09-02,0,0.0
555,P108,2025-09-09,4,1.6094379124341003
556,P108,2025-09-16,6,1.9459101490553132
557,P108,2025-09-23,3,1.3862943611198906
558,P108,2025-09-30,6,1.9459101490553132
559,P108,2025-10-07,4,1.6094379124341003
560,P108,2025-10-14,4,1.6094379124341003
561,P108,2025-10-21,2,1.0986122886681096
562,P108,2025-10-28,5,1.791759469228055
563,P108,2025-11-04,7,2.0794415416798357
564,P108,2025-11-11,1,0.6931471805599453
565,P108,2025-11-18,2,1.0986122886681096
566,P108,2025-11-25,3,1.3862943611198906
567,P108,2025-12-02,3,1.3862943611198906
568,P108,2025-12-09,3,1.3862943611198906
569,P108,2025-12-16,4,1.6094379124341003
570,P108,2025-12-23,1,0.6931471805599453
571,P108,2025-12-30,4,1.6094379124341003
572,P109,2025-01-07,9,2.302585092994046
573,P109,2025-01-14,8,2.1972245773362196
574,P109,2025-01-21,8,2.1972245773362196
575,P109,2025-01-28,5,1.791759469228055
576,P109,2025-02-04,13,2.639057329615259
577,P109,2025-02-11,9,2.302585092994046
578,P109,2025-02-18,13,2.639057329615259
579,P109,2025-02-25,7,2.0794415416798357
580,P109,2025-03-04,9,2.302585092994046
581,P109,2025-03-11,14,2.70805020110221
582,P109,2025-03-18,3,1.3862943611198906
583,P109,2025-03-25,9,2.302585092994046
584,P109,2025-04-01,10,2.3978952727983707
585,P109,2025-04-08,10,2.3978952727983707
586,P109,2025-04-15,14,2.70805020110221
587,P109,2025-04-22,17,2.8903717578961645
588,P109,2025-04-29,13,2.639057329615259
589,P109,2025-05-06,4,1.6094379124341003
590,P109,2025-05-13,11,2.4849066497880004
591,P109,2025-05-20,9,2.302585092994046
592,P109,2025-05-27,7,2.0794415416798357
593,P109,2025-06-03,6,1.9459101490553132
594,P109,2025-06-10,5,1.791759469228055
595,P109,2025-06-17,7,2.0794415416798357
596,P109,2025-06-24,4,1.6094379124341003
597,P109,2025-07-01,11,2.4849066497880004
598,P109,2025-07-08,11,2.4849066497880004
599,P109,2025-07-15,15,2.772588722239781
600,P109,2025-07-22,13,2.639057329615259
601,P109,2025-07-29,5,1.791759469228055
602,P109,2025-08-05,7,2.0794415416798357
603,P109,2025-08-12,15,2.772588722239781
604,P109,2025-08-19,12,2.5649493574615367
605,P109,2025-08-26,11,2.4849066497880004
606,P109,2025-09-02,9,2.302585092994046
607,P109,2025-09-09,11,2.4849066497880004
608,P109,2025-09-16,10,2.3978952727983707
609,P109,2025-09-23,8,2.1972245773362196
610,P109,2025-09-30,7,2.0794415416798357
611,P109,2025-10-07,12,2.5649493574615367
612,P109,2025-10-14,8,2.1972245773362196
613,P109,2025-10-21,8,2.1972245773362196
614,P109,2025-10-28,7,2.0794415416798357
615,P109,2025-11-04,5,1.791759469228055
616,P109,2025-11-11,10,2.3978952727983707
617,P109,2025-11-18,5,1.791759469228055
