forecast_date,product_code,predicted_sales
2026-12-20,P10,19.444975662471983
2026-12-27,P10,19.444975662471983
2027-01-03,P10,19.32676337164606
2027-01-10,P10,19.803096759956603
2027-01-17,P10,19.803096759956603
2027-01-24,P10,19.803096759956603
2027-01-31,P10,19.803096759956603
2027-02-07,P10,19.803096759956603
2027-02-14,P10,19.803096759956603
2027-02-21,P10,19.32676337164606
2027-02-28,P10,19.803096759956603
2027-03-07,P10,20.939201261304916
2027-03-14,P10,23.317634963443112
2027-03-21,P10,23.317634963443112
2027-03-28,P10,21.43057288425318
2027-04-04,P10,19.41953891203612
2027-04-11,P10,16.104949403251613
2027-04-18,P10,16.102852324100347
2027-04-25,P10,17.586275538942918
2027-05-02,P10,19.813851866783125
2027-05-09,P10,21.4421693888666
2027-05-16,P10,23.073060244515588
2027-05-23,P10,21.323811456693488
2027-05-30,P10,19.75460537866274
2027-06-06,P10,19.399446584187295
2027-06-13,P10,19.399446584187295
2027-06-20,P10,19.631661461096414
2027-06-27,P10,20.457168848147788
2027-07-04,P10,20.52556975283222
2027-07-11,P10,14.794599323776106
2027-07-18,P10,10.940763067474764
2027-07-25,P10,11.068265430225697
2027-08-01,P10,13.595297074049205
2027-08-08,P10,19.279515634813244
2027-08-15,P10,20.87306827491119
2027-08-22,P10,17.51554469738536
2027-08-29,P10,12.95939501293701
2027-09-05,P10,11.639182306147967
2027-09-12,P10,13.199881646374028
2027-09-19,P10,17.04829715489605
2027-09-26,P10,19.330569051559593
2027-10-03,P10,17.632757061401175
2027-10-10,P10,14.031013205293014
2027-10-17,P10,12.950509772948337
2027-10-24,P10,13.223470164204176
2027-10-31,P10,15.072732814927926
2027-11-07,P10,15.072732814927926
2027-11-14,P10,14.27818318899462
2027-11-21,P10,14.036022791213714
2027-11-28,P10,15.070503530857051
2027-12-05,P10,17.07828140882838
2027-12-12,P10,18.328693076932147
2027-12-19,P10,18.328693076932147
2027-12-26,P10,18.419294779034953
2026-01-04,P100,20.939201261304916
2026-01-11,P100,15.204344842300868
2026-01-18,P100,11.867287628545942
2026-01-25,P100,11.867287628545942
2026-02-01,P100,15.204344842300868
2026-02-08,P100,20.939201261304916
2026-02-15,P100,20.939201261304916
2026-02-22,P100,16.104949403251613
2026-03-01,P100,12.04439466570388
2026-03-08,P100,11.867287628545942
2026-03-15,P100,15.070397876719404
2026-03-22,P100,19.32676337164606
2026-03-29,P100,19.860814197538087
2026-04-05,P100,18.30701294706059
2026-04-12,P100,17.055789885446607
2026-04-19,P100,19.32427129577524
2026-04-26,P100,23.09967412616304
2026-05-03,P100,24.776616092321
2026-05-10,P100,21.388093730018234
2026-05-17,P100,17.500079701757876
2026-05-24,P100,15.032938271547344
2026-05-31,P100,17.658209333181613
2026-06-07,P100,23.020780612931173
2026-06-14,P100,27.788786252649185
2026-06-21,P100,28.379115809701734
2026-06-28,P100,26.33313818535956
2026-07-05,P100,17.944051517063674
2026-07-12,P100,12.265392916806572
2026-07-19,P100,11.883926860303761
2026-07-26,P100,11.883926860303761
2026-08-02,P100,12.97052149064299
2026-08-09,P100,14.294102598561834
2026-08-16,P100,15.06207395530003
2026-08-23,P100,12.95939501293701
2026-08-30,P100,11.639182306147967
2026-09-06,P100,11.625638120840314
2026-09-13,P100,12.805188116210415
2026-09-20,P100,15.081991630080157
2026-09-27,P100,17.10094474185146
2026-10-04,P100,17.575270587356215
2026-10-11,P100,17.050510160479107
2026-10-18,P100,15.206699242248312
2026-10-25,P100,15.206699242248312
2026-11-01,P100,17.060627535901183
2026-11-08,P100,19.795158632158373
2026-11-15,P100,21.4220137376897
2026-11-22,P100,21.430720353087068
2026-11-29,P100,19.326897009075054
2026-12-06,P100,17.609427871436615
2026-12-13,P100,19.349588594324164
2026-12-20,P100,25.74792036168847
2026-12-27,P100,33.44035833429781
2027-01-03,P100,34.81315771560031
2027-01-10,P100,27.582325237089726
2027-01-17,P100,19.803096759956603
2027-01-24,P100,19.32676337164606
2027-01-31,P100,23.317634963443112
2027-02-07,P100,32.58949564471445
2027-02-14,P100,35.770658143190346
2027-02-21,P100,27.582325237089726
2027-02-28,P100,20.939201261304916
2027-03-07,P100,19.803096759956603
2027-03-14,P100,23.317634963443112
2027-03-21,P100,30.741309799254157
2027-03-28,P100,33.18526343194599
2027-04-04,P100,30.247838134429056
2027-04-11,P100,27.582325237089726
2027-04-18,P100,30.244007126904332
2027-04-25,P100,36.66091916926414
2027-05-02,P100,40.23556274103321
2027-05-09,P100,36.68500990337546
2027-05-16,P100,28.74933667421112
2027-05-23,P100,25.625716707802216
2027-05-30,P100,27.530354914502848
2027-06-06,P100,35.61625611074934
2027-06-13,P100,46.34986532219574
2027-06-20,P100,46.31020633838858
2027-06-27,P100,41.55117364270607
2027-07-04,P100,32.5821169720862
2027-07-11,P100,22.517523745855254
2027-07-18,P100,19.308058095552965
2027-07-25,P100,19.597882433820892
2027-08-01,P100,21.2000682525946
2027-08-08,P100,23.292693918046208
2027-08-15,P100,24.69297009862744
2027-08-22,P100,21.342472870705326
2027-08-29,P100,19.816876002113382
2027-09-05,P100,19.340227107261644
2027-09-12,P100,19.803568487372612
2027-09-19,P100,23.304403802954035
2027-09-26,P100,27.587488618029308
2027-10-03,P100,28.766649328918703
2027-10-10,P100,28.049389635574485
2027-10-17,P100,26.62720642041147
2027-10-24,P100,26.52533995861954
2027-10-31,P100,27.586290148471456
2027-11-07,P100,31.748480869965913
2027-11-14,P100,35.77265255047373
2027-11-21,P100,36.27793222214419
2027-11-28,P100,32.58949564471445
2027-12-05,P100,28.350689528169056
2027-12-12,P100,30.709760247921746
2027-12-19,P100,39.54626671762148
2027-12-26,P100,45.91601369171997
2026-01-04,P101,16.104949403251613
2026-01-11,P101,19.803096759956603
2026-01-18,P101,26.52152220076705
2026-01-25,P101,28.772318648269835
2026-02-01,P101,26.638857533803815
2026-02-08,P101,21.43057288425318
2026-02-15,P101,19.32676337164606
2026-02-22,P101,19.32676337164606
2026-03-01,P101,20.939201261304916
2026-03-08,P101,23.317634963443112
2026-03-15,P101,26.638857533803815
2026-03-22,P101,27.582325237089726
2026-03-29,P101,25.718094072458584
2026-04-05,P101,23.087221141901875
2026-04-12,P101,21.427822879816592
2026-04-19,P101,23.08426803119235
2026-04-26,P101,25.731907206112005
2026-05-03,P101,26.535750703124812
2026-05-10,P101,23.303338605579086
2026-05-17,P101,21.323811456693488
2026-05-24,P101,21.378287905967454
2026-05-31,P101,23.463348985623657
2026-06-07,P101,25.644396725105587
2026-06-14,P101,23.083983116606372
2026-06-21,P101,19.350711320131452
2026-06-28,P101,18.39597333851125
2026-07-05,P101,15.933439790116493
2026-07-12,P101,13.586002679710877
2026-07-19,P101,14.440268614951394
2026-07-26,P101,13.367757767994979
2026-08-02,P101,14.05976934076041
2026-08-09,P101,17.003570209096875
2026-08-16,P101,19.721388944652603
2026-08-23,P101,19.340227107261644
2026-08-30,P101,15.2150780323711
2026-09-06,P101,14.018998753229889
2026-09-13,P101,15.06175961263981
2026-09-20,P101,19.806991621427223
2026-09-27,P101,23.08220079567125
2026-10-04,P101,23.06941609961365
2026-10-11,P101,19.794463961301524
2026-10-18,P101,18.309818147191184
2026-10-25,P101,19.806119332630473
2026-11-01,P101,21.433831920032397
2026-11-08,P101,21.4220137376897
2026-11-15,P101,19.795158632158373
2026-11-22,P101,19.803233529018915
2026-11-29,P101,20.939345499637266
2026-12-06,P101,23.11367633687359
2026-12-13,P101,19.826456864428646
2026-12-20,P101,14.345851024486816
2026-12-27,P101,10.092068564602357
2027-01-03,P101,8.942886839869912
2027-01-10,P101,10.828493362734303
2027-01-17,P101,14.284015323907571
2027-01-24,P101,17.058003809756475
2027-01-31,P101,15.204344842300868
2027-02-07,P101,12.95630131161121
2027-02-14,P101,11.086022572702856
2027-02-21,P101,10.828493362734303
2027-02-28,P101,11.63413187278587
2027-03-07,P101,12.95630131161121
2027-03-14,P101,15.070397876719404
2027-03-21,P101,15.204344842300868
2027-03-28,P101,15.070397876719404
2027-04-04,P101,13.024361375111578
2027-04-11,P101,12.608334402210282
2027-04-18,P101,12.9374894871019
2027-04-25,P101,14.258667974503936
2027-05-02,P101,15.078706199653398
2027-05-09,P101,14.045589319132745
2027-05-16,P101,12.810422039533037
2027-05-23,P101,12.810422039533037
2027-05-30,P101,13.467524024062516
2027-06-06,P101,14.396006040114148
2027-06-13,P101,13.586513491746665
2027-06-20,P101,11.809086508731623
2027-06-27,P101,9.73993266233253
2027-07-04,P101,9.370567517802144
2027-07-11,P101,9.052166616472778
2027-07-18,P101,8.10947312905703
2027-07-25,P101,7.417436359360407
2027-08-01,P101,7.81146045520731
2027-08-08,P101,8.989036889332432
2027-08-15,P101,11.084797100862604
2027-08-22,P101,11.084797100862604
2027-08-29,P101,8.986575454850847
2027-09-05,P101,7.921572514205367
2027-09-12,P101,8.404226091228624
2027-09-19,P101,10.828239437402846
2027-09-26,P101,12.966369880944493
2027-10-03,P101,12.990043570042126
2027-10-10,P101,11.62145995993146
2027-10-17,P101,10.304276131785102
2027-10-24,P101,10.83021197613229
2027-10-31,P101,12.046289942706084
2027-11-07,P101,12.79846007178947
2027-11-14,P101,11.629310890862692
2027-11-21,P101,11.081410740490494
2027-11-28,P101,11.867372223973428
2027-12-05,P101,12.980410278351023
2027-12-12,P101,12.077280212080133
2027-12-19,P101,8.616689311421027
2027-12-26,P101,5.711627073086423
2026-01-04,P102,25.718094072458584
2026-01-11,P102,21.43057288425318
2026-01-18,P102,19.32676337164606
2026-01-25,P102,18.30701294706059
2026-02-01,P102,19.803096759956603
2026-02-08,P102,20.939201261304916
2026-02-15,P102,23.087221141901875
2026-02-22,P102,20.939201261304916
2026-03-01,P102,19.803096759956603
2026-03-08,P102,18.30701294706059
2026-03-15,P102,19.803096759956603
2026-03-22,P102,23.087221141901875
2026-03-29,P102,23.087221141901875
2026-04-05,P102,21.43057288425318
2026-04-12,P102,19.800546285268336
2026-04-19,P102,19.800546285268336
2026-04-26,P102,23.33020707060668
2026-05-03,P102,27.59710216981385
2026-05-10,P102,28.357212877274982
2026-05-17,P102,25.625716707802216
2026-05-24,P102,21.378287905967454
2026-05-31,P102,20.989953353818752
2026-06-07,P102,23.020780612931173
2026-06-14,P102,22.85578318695967
2026-06-21,P102,20.457168848147788
2026-06-28,P102,18.904621952699245
2026-07-05,P102,15.073176772951749
2026-07-12,P102,13.749275651948002
2026-07-19,P102,16.338681960583024
2026-07-26,P102,17.836489282315714
2026-08-02,P102,17.54534708279009
2026-08-09,P102,17.532521629568237
2026-08-16,P102,18.231181263626468
2026-08-23,P102,19.340227107261644
2026-08-30,P102,19.340227107261644
2026-09-06,P102,18.307450749539395
2026-09-13,P102,19.315837198490005
2026-09-20,P102,19.806991621427223
2026-09-27,P102,20.971011181390818
2026-10-04,P102,20.923522869869593
2026-10-11,P102,19.794463961301524
2026-10-18,P102,19.32971673576412
2026-10-25,P102,19.806119332630473
2026-11-01,P102,20.942388903557614
2026-11-08,P102,19.795158632158373
2026-11-15,P102,17.051113165364594
2026-11-22,P102,14.041861377751063
2026-11-29,P102,13.221497372406121
2026-12-06,P102,15.088443563745678
2026-12-13,P102,17.609427871436615
2026-12-20,P102,19.924079214433256
2026-12-27,P102,19.444975662471983
2027-01-03,P102,17.058003809756475
2027-01-10,P102,14.041762486332422
2027-01-17,P102,12.04439466570388
2027-01-24,P102,11.63413187278587
2027-01-31,P102,12.04439466570388
2027-02-07,P102,13.221403874399787
2027-02-14,P102,14.284015323907571
2027-02-21,P102,13.450320315347103
2027-02-28,P102,12.604103132551794
2027-03-07,P102,11.867287628545942
2027-03-14,P102,12.604103132551794
2027-03-21,P102,14.046440909643275
2027-03-28,P102,15.070397876719404
2027-04-04,P102,14.11511596925884
2027-04-11,P102,12.608334402210282
2027-04-18,P102,12.622600981695829
2027-04-25,P102,14.258667974503936
2027-05-02,P102,17.598164707662246
2027-05-09,P102,18.316994585330253
2027-05-16,P102,17.023805453211228
2027-05-23,P102,14.276830113603607
2027-05-30,P102,13.23580057574435
2027-06-06,P102,14.161667510469227
2027-06-13,P102,15.027320004578366
2027-06-20,P102,13.303410420650406
2027-06-27,P102,11.36020038149059
2027-07-04,P102,10.183105488005328
2027-07-11,P102,9.954096692677812
2027-07-18,P102,9.67082214207517
2027-07-25,P102,11.068265430225697
2027-08-01,P102,11.34422726967071
2027-08-08,P102,11.09859539241931
2027-08-15,P102,11.63285082496861
2027-08-22,P102,11.854461087386133
2027-08-29,P102,11.870139927583278
2027-09-05,P102,11.639182306147967
2027-09-12,P102,11.86234878528635
2027-09-19,P102,12.805188116210415
2027-09-26,P102,13.231663698097263
2027-10-03,P102,13.255787073362479
2027-10-10,P102,12.59438124470828
2027-10-17,P102,12.03898154697325
2027-10-24,P102,12.60607973203866
2027-10-31,P102,12.958329083507843
2027-11-07,P102,12.79846007178947
2027-11-14,P102,10.823979799534683
2027-11-21,P102,8.941626318436292
2027-11-28,P102,8.376530051982805
2027-12-05,P102,8.967963072689177
2027-12-12,P102,10.858313563441978
2027-12-19,P102,12.627603690659893
2027-12-26,P102,12.107545183367593
2026-01-04,P103,4.079800624960299
2026-01-11,P103,2.0021574422726705
2026-01-18,P103,1.694369832898904
2026-01-25,P103,2.8886846034180502
2026-02-01,P103,4.497129641126743
2026-02-08,P103,4.733813290989561
2026-02-15,P103,3.9146442930869068
2026-02-22,P103,3.0086694011162245
2026-03-01,P103,3.4478330379612867
2026-03-08,P103,4.369816505154548
2026-03-15,P103,4.7280912100211125
2026-03-22,P103,3.882634402274205
2026-03-29,P103,2.7854406090704456
2026-04-05,P103,2.459766514280055
2026-04-12,P103,3.164213063366396
2026-04-19,P103,4.0509579960255095
2026-04-26,P103,4.430978986838572
2026-05-03,P103,3.924211586708422
2026-05-10,P103,3.7419744235409382
2026-05-17,P103,3.493105979826978
2026-05-24,P103,3.0003852760931933
2026-05-31,P103,2.504717723625026
2026-06-07,P103,2.218726033263228
2026-06-14,P103,3.2795369292227874
2026-06-21,P103,3.487038911057537
2026-06-28,P103,3.5137022897384154
2026-07-05,P103,2.6040374818657286
2026-07-12,P103,1.1901322171127835
2026-07-19,P103,1.0027813674119512
2026-07-26,P103,1.4723266798118846
2026-08-02,P103,2.9607948024659096
2026-08-09,P103,3.9031302216661263
2026-08-16,P103,3.371515669260615
2026-08-23,P103,2.5452082311573765
2026-08-30,P103,2.561514189336361
2026-09-06,P103,3.3840685589999673
2026-09-13,P103,4.4778182771978425
2026-09-20,P103,4.755006117674647
2026-09-27,P103,4.191544253782672
2026-10-04,P103,3.661591970951108
2026-10-11,P103,3.4849492641452446
2026-10-18,P103,3.6356614243192604
2026-10-25,P103,3.498479833868241
2026-11-01,P103,3.0377177489857194
2026-11-08,P103,2.3444691926498256
2026-11-15,P103,1.2673873681895893
2026-11-22,P103,1.1993899409604842
2026-11-29,P103,1.217313055828962
2026-12-06,P103,2.153022600133663
2026-12-13,P103,3.4758525300078644
2026-12-20,P103,4.510010288452913
2026-12-27,P103,3.6726110416328313
2027-01-03,P103,1.309651995484312
2027-01-10,P103,0.40001726378040164
2027-01-17,P103,0.17989436837051073
2027-01-24,P103,0.5429690322198051
2027-01-31,P103,1.1745994745406525
2027-02-07,P103,1.6944973796284073
2027-02-14,P103,1.155855162546062
2027-02-21,P103,0.8909105289726196
2027-02-28,P103,1.1697730645585003
2027-03-07,P103,1.3057624092907913
2027-03-14,P103,1.7292785917873754
2027-03-21,P103,1.2398427685731461
2027-03-28,P103,0.6459492199571762
2027-04-04,P103,0.5183066072029069
2027-04-11,P103,0.8855885098557417
2027-04-18,P103,1.2682978151260897
2027-04-25,P103,1.3819268871890165
2027-05-02,P103,1.1075075630928988
2027-05-09,P103,1.229863941196687
2027-05-16,P103,1.0364429670199864
2027-05-23,P103,0.8804320370738837
2027-05-30,P103,0.63539341043555
2027-06-06,P103,0.5223423149532811
2027-06-13,P103,0.6228106634515009
2027-06-20,P103,1.1627241850532342
2027-06-27,P103,0.9359947048361469
2027-07-04,P103,0.7797042970897802
2027-07-11,P103,0.02612876491081807
2027-07-18,P103,0.021809874197853685
2027-07-25,P103,0.046698361201790245
2027-08-01,P103,0.7426463977188391
2027-08-08,P103,1.167385061848448
2027-08-15,P103,1.092659679027121
2027-08-22,P103,0.7117156530791472
2027-08-29,P103,0.6714055722189531
2027-09-05,P103,1.027394958936016
2027-09-12,P103,1.378920347084755
2027-09-19,P103,1.6479268936407587
2027-09-26,P103,1.2838313816288554
2027-10-03,P103,1.0939150624402199
2027-10-10,P103,1.0128622792977444
2027-10-17,P103,1.1234094863287656
2027-10-24,P103,1.1304411895753725
2027-10-31,P103,0.8915360127009957
2027-11-07,P103,0.5150442812695126
2027-11-14,P103,0.12246207336876518
2027-11-21,P103,0.019807089987050004
2027-11-28,P103,0.019807089987050004
2027-12-05,P103,0.28760485704882155
2027-12-12,P103,0.9390566635295088
2027-12-19,P103,1.3632154197138913
2027-12-26,P103,1.1308032553189005
2026-01-04,P104,4.986111842686176
2026-01-11,P104,5.426512721121311
2026-01-18,P104,5.731663713760856
2026-01-25,P104,5.434367188885375
2026-02-01,P104,5.421118834572171
2026-02-08,P104,6.210447946416509
2026-02-15,P104,7.187781138762119
2026-02-22,P104,7.628940362331516
2026-03-01,P104,7.416158987477849
2026-03-08,P104,7.597594933991786
2026-03-15,P104,8.96151329337541
2026-03-22,P104,10.794398956448845
2026-03-29,P104,10.570751750988993
2026-04-05,P104,7.650444807542591
2026-04-12,P104,4.917652189465894
2026-04-19,P104,3.8745228187715064
2026-04-26,P104,4.708978097616303
2026-05-03,P104,5.38050849409446
2026-05-10,P104,5.061370376355479
2026-05-17,P104,3.9125185033942724
2026-05-24,P104,2.812146511284167
2026-05-31,P104,3.1155744778779306
2026-06-07,P104,4.709483697440253
2026-06-14,P104,5.0511277210249705
2026-06-21,P104,4.599212647061033
2026-06-28,P104,2.7453672291170643
2026-07-05,P104,2.3507427497921647
2026-07-12,P104,2.82642495252804
2026-07-19,P104,4.038900640615097
2026-07-26,P104,5.72695081422123
2026-08-02,P104,5.745824811713966
2026-08-09,P104,4.944021892891213
2026-08-16,P104,4.2368598618344855
2026-08-23,P104,3.8411649555033938
2026-08-30,P104,3.5202425610000594
2026-09-06,P104,3.237342403110481
2026-09-13,P104,3.0558026059030428
2026-09-20,P104,3.269209635808582
2026-09-27,P104,3.659085801870192
2026-10-04,P104,3.881356157608635
2026-10-11,P104,3.8727709934386505
2026-10-18,P104,3.7994471130761767
2026-10-25,P104,3.843368846801666
2026-11-01,P104,3.8954585236099253
2026-11-08,P104,3.922352031923589
2026-11-15,P104,3.9232425603967
2026-11-22,P104,4.101441166927577
2026-11-29,P104,4.492989864926348
2026-12-06,P104,4.7195744934608355
2026-12-13,P104,5.04962810458367
2026-12-20,P104,5.320772778223809
2026-12-27,P104,5.711627073086423
2027-01-03,P104,6.207704183573245
2027-01-10,P104,7.15958308952493
2027-01-17,P104,7.600761483015631
2027-01-24,P104,7.421793547498178
2027-01-31,P104,7.429548709413383
2027-02-07,P104,7.8859602028494935
2027-02-14,P104,8.942886839869912
2027-02-21,P104,9.786528074810597
2027-02-28,P104,9.470311673040978
2027-03-07,P104,9.709195867466706
2027-03-14,P104,11.019624598088178
2027-03-21,P104,13.225827142448296
2027-03-28,P104,13.454814783031596
2027-04-04,P104,10.570751750988993
2027-04-11,P104,7.062493107223553
2027-04-18,P104,5.06375167966327
2027-04-25,P104,5.649074149873982
2027-05-02,P104,7.156667857350612
2027-05-09,P104,7.209035460393506
2027-05-16,P104,5.061370376355479
2027-05-23,P104,3.9125185033942724
2027-05-30,P104,3.82886705003901
2027-06-06,P104,5.15795415060037
2027-06-13,P104,6.333072533981069
2027-06-20,P104,6.404300463261836
2027-06-27,P104,4.150898562687018
2027-07-04,P104,3.194064084651771
2027-07-11,P104,3.445588654115124
2027-07-18,P104,4.9381277269672275
2027-07-25,P104,6.826428592587659
2027-08-01,P104,7.81146045520731
2027-08-08,P104,6.996646937149476
2027-08-15,P104,5.372411674867546
2027-08-22,P104,4.902876226888214
2027-08-29,P104,4.756825006298948
2027-09-05,P104,4.158400548578211
2027-09-12,P104,3.8383078837241196
2027-09-19,P104,4.0473133749963095
2027-09-26,P104,4.755006117674647
2027-10-03,P104,4.878321541919275
2027-10-10,P104,4.953198393869894
2027-10-17,P104,4.911989206357191
2027-10-24,P104,4.694552682394103
2027-10-31,P104,4.926031521092068
2027-11-07,P104,5.073456026739825
2027-11-14,P104,5.076254528190754
2027-11-21,P104,5.076427697487153
2027-11-28,P104,5.4152535992170385
2027-12-05,P104,6.179830185337371
2027-12-12,P104,6.526483878932648
2027-12-19,P104,7.238088941767961
2027-12-26,P104,7.619331828239577
2026-01-04,P105,4.986111842686176
2026-01-11,P105,7.600761483015631
2026-01-18,P105,8.942886839869912
2026-01-25,P105,8.605058370594492
2026-02-01,P105,8.376459247724574
2026-02-08,P105,10.482072222374777
2026-02-15,P105,14.041762486332422
2026-02-22,P105,17.058003809756475
2026-03-01,P105,15.070397876719404
2026-03-08,P105,12.04439466570388
2026-03-15,P105,11.63806145332005
2026-03-22,P105,12.960642125092933
2026-03-29,P105,13.290756751580128
2026-04-05,P105,10.448976339125437
2026-04-12,P105,6.633908346533408
2026-04-19,P105,4.928366946705786
2026-04-26,P105,6.136671759529452
2026-05-03,P105,10.478142171905873
2026-05-10,P105,15.03996366027987
2026-05-17,P105,16.023536020452575
2026-05-24,P105,15.08782149669444
2026-05-31,P105,14.028648193111
2026-06-07,P105,13.586513491746665
2026-06-14,P105,12.750063639033105
2026-06-21,P105,10.209778797095648
2026-06-28,P105,8.976376281300467
2026-07-05,P105,9.052166616472778
2026-07-12,P105,9.67082214207517
2026-07-19,P105,11.883926860303761
2026-07-26,P105,11.152866227852703
2026-08-02,P105,10.085609100534386
2026-08-09,P105,10.045573268537343
2026-08-16,P105,11.084797100862604
2026-08-23,P105,10.831115391650236
2026-08-30,P105,8.988353416249858
2026-09-06,P105,7.65535321025047
2026-09-13,P105,7.675060679777054
2026-09-20,P105,8.40170572724289
2026-09-27,P105,8.404123608017205
2026-10-04,P105,6.190315114642418
2026-10-11,P105,4.468198269517025
2026-10-18,P105,3.7994471130761767
